movie,studio,production_budget,domestic_gross,worldwide_gross,release_month,foreign_gross,net_profit
The Man Who Knew Infinity,IFC,10000000.0,3877922.0,12382122.0,April,8504200.0,2382122.0
The Meddler,SPC,3200000.0,4267219.0,5526942.0,April,1259723.0,2326942.0
Obvious Child,A24,1000000.0,3122616.0,3324070.0,June,201454.0,2324070.0
American Ultra,LGF,28000000.0,14439985.0,30295028.0,August,15855043.0,2295028.0
The Light Between Oceans,BV,20000000.0,12545979.0,22281732.0,September,9735753.0,2281732.0
City Island,Anch.,6000000.0,6671283.0,8173486.0,March,1502203.0,2173486.0
Samsara,Osci.,4000000.0,2672413.0,5966671.0,August,3294258.0,1966671.0
The Vatican Tapes,LGF,13000000.0,1784763.0,14929184.0,July,13144421.0,1929184.0
Another Earth,FoxS,175000.0,1321194.0,2102779.0,July,781585.0,1927779.0
Case 39,ParV,27000000.0,13261851.0,28773827.0,October,15511976.0,1773827.0
Seeking a Friend for the End of the World,Focus,10000000.0,7078738.0,11766959.0,June,4688221.0,1766959.0
Can You Ever Forgive Me?,FoxS,10000000.0,8803865.0,11752387.0,October,2948522.0,1752387.0
Ajami,Kino,1000000.0,621859.0,2721096.0,February,2099237.0,1721096.0
Youth in Revolt,W/Dim.,18000000.0,15285588.0,19685588.0,January,4400000.0,1685588.0
Kill the Messenger,Focus,5000000.0,2450846.0,6656705.0,October,4205859.0,1656705.0
Please Give,SPC,3000000.0,4033574.0,4570178.0,April,536604.0,1570178.0
Pan,WB,150000000.0,35088320.0,151525973.0,October,116437653.0,1525973.0
The Wall,RAtt.,3000000.0,1803064.0,4495262.0,May,2692198.0,1495262.0
Friend Request,ENTMP,9900000.0,3759078.0,11310835.0,September,7551757.0,1410835.0
Woodlawn,PFR,13000000.0,14394097.0,14403703.0,October,9606.0,1403703.0
Shut In,EC,10000000.0,6900335.0,11360665.0,November,4460330.0,1360665.0
The Guilt Trip,Par.,40000000.0,37134215.0,41294674.0,December,4160459.0,1294674.0
Me and Earl and the Dying Girl,FoxS,8000000.0,6758416.0,9266180.0,June,2507764.0,1266180.0
All the Boys Love Mandy Lane,RTWC,750000.0,0.0,1960521.0,October,1960521.0,1210521.0
Rabbit Hole,LGF,5000000.0,2229058.0,6205034.0,December,3975976.0,1205034.0
Albert Nobbs,RAtt.,7500000.0,3014696.0,8539003.0,December,5524307.0,1039003.0
Wish I Was Here,Focus,6000000.0,3591299.0,6591365.0,July,3000066.0,591365.0
That's My Boy,Sony,57500000.0,36931089.0,58085235.0,June,21154146.0,585235.0
Compliance,Magn.,270000.0,319285.0,830700.0,August,511415.0,560700.0
Scouts Guide to the Zombie Apocalypse,Par.,15000000.0,3703046.0,15554855.0,October,11851809.0,554855.0
The Dilemma,Uni.,70000000.0,48475290.0,70546865.0,January,22071575.0,546865.0
I Don't Know How She Does It,Wein.,24000000.0,9659074.0,24474463.0,September,14815389.0,474463.0
Patti Cake$,FoxS,1000000.0,800148.0,1471090.0,August,670942.0,471090.0
Alex Cross,LG/S,35000000.0,25888412.0,35426759.0,October,9538347.0,426759.0
Tiny Furniture,IFC,50000.0,391674.0,424149.0,November,32475.0,374149.0
Sound of My Voice,FoxS,135000.0,408015.0,429448.0,April,21433.0,294448.0
The Diary of a Teenage Girl,SPC,2000000.0,1477002.0,2279959.0,August,802957.0,279959.0
The Innkeepers,Magn.,750000.0,78396.0,1011535.0,February,933139.0,261535.0
The Future,RAtt.,1000000.0,568662.0,1239174.0,July,670512.0,239174.0
Letters to God,Viv.,3000000.0,2848587.0,3237452.0,April,388865.0,237452.0
Holy Motors,IM,4000000.0,641054.0,4230426.0,October,3589372.0,230426.0
Take Shelter,SPC,4750000.0,1728953.0,4972016.0,September,3243063.0,222016.0
Rubber,Magn.,500000.0,100370.0,680914.0,April,580544.0,180914.0
Palo Alto,Trib.,1000000.0,767732.0,1156309.0,May,388577.0,156309.0
The Disappearance of Alice Creed,Anch.,1500000.0,166980.0,1605139.0,August,1438159.0,105139.0
Locke,A24,2000000.0,1370646.0,2088390.0,April,717744.0,88390.0
Circumstance,RAtt.,900000.0,454121.0,958978.0,August,504857.0,58978.0
Hugo,Par.,180000000.0,73864507.0,180047784.0,November,106183277.0,47784.0
Stoker,FoxS,12000000.0,1703125.0,12034913.0,March,10331788.0,34913.0
And So It Goes,CE,18000000.0,15160801.0,17920013.0,July,2759212.0,-79987.0
Meek's Cutoff,Osci.,2000000.0,977772.0,1869928.0,April,892156.0,-130072.0
I Origins,FoxS,1000000.0,336472.0,852399.0,July,515927.0,-147601.0
The Canyons,IFC,250000.0,59671.0,62375.0,August,2704.0,-187625.0
Only God Forgives,RTWC,4800000.0,775849.0,4494560.0,July,3718711.0,-305440.0
Kill List,IFC,800000.0,29063.0,462206.0,February,433143.0,-337794.0
Unknown,WB,3700000.0,26403.0,3355048.0,November,3328645.0,-344952.0
Jackpot,DR,400000.0,44452.0,44452.0,July,0.0,-355548.0
Table 19,FoxS,5000000.0,3614896.0,4620399.0,March,1005503.0,-379601.0
Mother and Child,SPC,7000000.0,1110509.0,6537179.0,May,5426670.0,-462821.0
I Spit on Your Grave,Anch.,1750000.0,93051.0,1278471.0,October,1185420.0,-471529.0
The Journey,IFC,500000.0,19800.0,19800.0,July,0.0,-480200.0
Broken City,Fox,35000000.0,19701164.0,34480045.0,January,14778881.0,-519955.0
They Will Have to Kill Us First,BBC,600000.0,0.0,7943.0,March,7943.0,-592057.0
The Invitation,Drft.,1000000.0,231738.0,354836.0,April,123098.0,-645164.0
Conviction,FoxS,12500000.0,6797696.0,11826980.0,October,5029284.0,-673020.0
Morgan,Fox,8000000.0,3915251.0,7298786.0,September,3383535.0,-701214.0
Two Night Stand,EOne,1600000.0,15600.0,868081.0,September,852481.0,-731919.0
Denial,BST,10000000.0,4073448.0,9263940.0,September,5190492.0,-736060.0
Warrior,LGF,25000000.0,13657115.0,24215385.0,September,10558270.0,-784615.0
Snitch,LG/S,850000.0,0.0,0.0,December,0.0,-850000.0
American Honey,A24,3500000.0,663247.0,2611750.0,September,1948503.0,-888250.0
Camp X-Ray,IFC,1000000.0,9837.0,101053.0,October,91216.0,-898947.0
Trance,FoxS,950000.0,0.0,0.0,December,0.0,-950000.0
Higher Ground,SPC,1800000.0,841056.0,842693.0,August,1637.0,-957307.0
POM Wonderful Presents: The Greatest Movie Ever Sold,SPC,1800000.0,638476.0,783733.0,April,145257.0,-1016267.0
The Collection,LD,10000000.0,6810754.0,8890094.0,November,2079340.0,-1109906.0
Tusk,A24,3000000.0,1821983.0,1887554.0,September,65571.0,-1112446.0
The Square,Magn.,1900000.0,406216.0,740932.0,April,334716.0,-1159068.0
Gods of Egypt,LG/S,140000000.0,31153464.0,138836756.0,February,107683292.0,-1163244.0
Chloe,SPC,13000000.0,3075255.0,11831131.0,March,8755876.0,-1168869.0
Hot Tub Time Machine 2,Par.,14000000.0,12314651.0,12826644.0,February,511993.0,-1173356.0
Green Room,A24,5000000.0,3220371.0,3807503.0,April,587132.0,-1192497.0
Dheepan,IFC,9000000.0,248795.0,7704357.0,May,7455562.0,-1295643.0
Four Lions,Drft.,3750000.0,310007.0,2436111.0,November,2126104.0,-1313889.0
The Square,Magn.,1500000.0,124244.0,176262.0,October,52018.0,-1323738.0
It's Kind of a Funny Story,Focus,8000000.0,6363628.0,6632950.0,October,269322.0,-1367050.0
MacGruber,Uni.,10000000.0,8525600.0,8629895.0,May,104295.0,-1370105.0
Splice,WB,30000000.0,17010170.0,28542494.0,June,11532324.0,-1457506.0
Legend,Uni.,25000000.0,15502112.0,23506237.0,April,8004125.0,-1493763.0
Danny Collins,BST,10000000.0,5637066.0,8465845.0,March,2828779.0,-1534155.0
Damsels in Distress,SPC,3000000.0,1007535.0,1324299.0,April,316764.0,-1675701.0
Machete Kills,ORF,20000000.0,8008161.0,18273009.0,October,10264848.0,-1726991.0
Saint John of Las Vegas,IVP,2000000.0,102645.0,102645.0,January,0.0,-1897355.0
Super,IFC,2500000.0,327716.0,593933.0,April,266217.0,-1906067.0
Chain Letter,NFC,3000000.0,205842.0,1022453.0,October,816611.0,-1977547.0
The First Time,Gold.,2000000.0,17061.0,17061.0,October,0.0,-1982939.0
The Art of Getting By,FoxS,4000000.0,1430241.0,1989035.0,June,558794.0,-2010965.0
Red State,SMod,4000000.0,1065429.0,1983596.0,September,918167.0,-2016404.0
After.Life,Anch.,4500000.0,108596.0,2481925.0,April,2373329.0,-2018075.0
Cedar Rapids,FoxS,10000000.0,6861102.0,7862131.0,February,1001029.0,-2137869.0
Everything Must Go,RAtt.,5000000.0,2712131.0,2821010.0,May,108879.0,-2178990.0
The D Train,IFC,3000000.0,669688.0,772366.0,May,102678.0,-2227634.0
Little Boy,ORF,20000000.0,6485961.0,17769299.0,April,11283338.0,-2230701.0
Hotel Artemis,Global Road,15000000.0,6708137.0,12758799.0,June,6050662.0,-2241201.0
Anomalisa,Par.,8000000.0,3759286.0,5706168.0,December,1946882.0,-2293832.0
Eden,BG,2300000.0,0.0,0.0,January,0.0,-2300000.0
The Last Station,SPC,18000000.0,6617867.0,15696146.0,January,9078279.0,-2303854.0
Churchill,Cohen,10000000.0,1279681.0,7582196.0,June,6302515.0,-2417804.0
Green Zone,Uni.,100000000.0,35497337.0,97523020.0,March,62025683.0,-2476980.0
Veronica Mars,WB,6000000.0,3322127.0,3485383.0,March,163256.0,-2514617.0
Before We Go,RTWC,3000000.0,37151.0,483938.0,September,446787.0,-2516062.0
Believe,ORF,3500000.0,890303.0,890303.0,December,0.0,-2609697.0
Jem and the Holograms,Uni.,5000000.0,2184640.0,2368937.0,October,184297.0,-2631063.0
Wild Target,Free,8000000.0,109338.0,5314194.0,October,5204856.0,-2685806.0
Freakonomics,Magn.,2900000.0,101270.0,172867.0,October,71597.0,-2727133.0
Fun Size,Par.,14000000.0,9409538.0,11166615.0,October,1757077.0,-2833385.0
The Face of Love,IFC,4000000.0,385069.0,1158877.0,March,773808.0,-2841123.0
The Eclipse,Magn.,3000000.0,133411.0,133411.0,March,0.0,-2866589.0
The Gambler,Par.,3000000.0,51773.0,101773.0,August,50000.0,-2898227.0
Point Blank,Magn.,3000000.0,0.0,0.0,September,0.0,-3000000.0
Another Happy Day,P4,4000000.0,9120.0,978527.0,November,969407.0,-3021473.0
Anna,VE,4357373.0,0.0,1200000.0,June,1200000.0,-3157373.0
Manglehorn,IFC,4000000.0,132270.0,797439.0,June,665169.0,-3202561.0
Battle of the Year,SGem,20000000.0,8888355.0,16723377.0,September,7835022.0,-3276623.0
Blackthorn,Magn.,4500000.0,200558.0,1217307.0,October,1016749.0,-3282693.0
Stake Land,IFC,4000000.0,33245.0,679482.0,April,646237.0,-3320518.0
Testament of Youth,SPC,10000000.0,1822250.0,6646669.0,June,4824419.0,-3353331.0
Ben is Back,RAtt.,13000000.0,3703182.0,9633111.0,December,5929929.0,-3366889.0
People Like Us,BV,16000000.0,12431792.0,12617472.0,June,185680.0,-3382528.0
Jab Tak Hai Jaan,Yash,9200000.0,3047539.0,5806666.0,November,2759127.0,-3393334.0
Desert Dancer,Rela.,4000000.0,155271.0,596335.0,April,441064.0,-3403665.0
The Good Heart,Magn.,3800000.0,20930.0,340930.0,April,320000.0,-3459070.0
The East,FoxS,6500000.0,2274649.0,3027956.0,May,753307.0,-3472044.0
Maggie,RAtt.,4500000.0,187112.0,1027760.0,May,840648.0,-3472240.0
Dredd,LGF,45000000.0,13414714.0,41467606.0,September,28052892.0,-3532394.0
Premium Rush,Sony,35000000.0,20275446.0,31393201.0,August,11117755.0,-3606799.0
Labor Day,Par.,18000000.0,13371528.0,14189810.0,January,818282.0,-3810190.0
Never Let Me Go,FoxS,15000000.0,2434652.0,11173718.0,September,8739066.0,-3826282.0
Gotti,VE,10000000.0,4286367.0,6089100.0,June,1802733.0,-3910900.0
Ain't Them Bodies Saints,IFC,5000000.0,391611.0,1075009.0,August,683398.0,-3924991.0
The Neon Demon,BG,7500000.0,1333124.0,3559803.0,June,2226679.0,-3940197.0
13 Sins,RTWC,4000000.0,9134.0,47552.0,April,38418.0,-3952448.0
Father Figures,WB,25000000.0,17501244.0,21038441.0,December,3537197.0,-3961559.0
White Boy Rick,Studio 8,30000000.0,24004833.0,25947983.0,September,1943150.0,-4052017.0
George A. Romero's Survival of the Dead,Magn.,4200000.0,101740.0,101740.0,May,0.0,-4098260.0
Regression,W/Dim.,20000000.0,55039.0,15824374.0,October,15769335.0,-4175626.0
Life During Wartime,IFC,4500000.0,281447.0,281447.0,July,0.0,-4218553.0
The Runaways,App.,9500000.0,3573673.0,5278632.0,March,1704959.0,-4221368.0
Fireflies in the Garden,,8000000.0,36884.0,3587191.0,October,3550307.0,-4412809.0
The Secret of Kells,GK,8000000.0,690290.0,3582797.0,March,2892507.0,-4417203.0
Rudderless,Gold.,5000000.0,56001.0,567219.0,October,511218.0,-4432781.0
Falcon Rising,Free,4500000.0,11774.0,11774.0,September,0.0,-4488226.0
Mandy,RLJ,6000000.0,1214525.0,1427656.0,September,213131.0,-4572344.0
Killer Elite,ORF,70000000.0,25124986.0,65409046.0,September,40284060.0,-4590954.0
The Incredible Burt Wonderstone,WB (NL),32000000.0,22537881.0,27392609.0,March,4854728.0,-4607391.0
Early Man,LGF,50000000.0,8267544.0,45285890.0,February,37018346.0,-4714110.0
"Lovely, Still",Mont.,5000000.0,127564.0,282687.0,September,155123.0,-4717313.0
Queen of Katwe,BV,15000000.0,8874389.0,10055481.0,September,1181092.0,-4944519.0
The Christmas Candle,ELS,7000000.0,1632000.0,1933829.0,November,301829.0,-5066171.0
Mandela: Long Walk to Freedom,Wein.,35000000.0,8323085.0,29890402.0,November,21567317.0,-5109598.0
Dom Hemingway,FoxS,7000000.0,523511.0,1857458.0,April,1333947.0,-5142542.0
A Dangerous Method,SPC,20000000.0,5702083.0,14807531.0,November,9105448.0,-5192469.0
Inherent Vice,WB,20000000.0,8110975.0,14772346.0,December,6661371.0,-5227654.0
Freeheld,LGF,7000000.0,546201.0,1732228.0,October,1186027.0,-5267772.0
"Jeff, Who Lives at Home",ParV,10000000.0,4269426.0,4708127.0,March,438701.0,-5291873.0
Destroyer,Annapurna,9000000.0,1533324.0,3681096.0,December,2147772.0,-5318904.0
The Rover,A24,8500000.0,1109199.0,3180252.0,June,2071053.0,-5319748.0
Killer Joe,LD,10000000.0,1291645.0,4659110.0,July,3367465.0,-5340890.0
Max Steel,ORF,10000000.0,3818664.0,4563080.0,October,744416.0,-5436920.0
Trash,FCW,12000000.0,17484.0,6553186.0,October,6535702.0,-5446814.0
Lean on Pete,A24,8000000.0,1163056.0,2455027.0,April,1291971.0,-5544973.0
Song One,TFA,6000000.0,32251.0,437089.0,January,404838.0,-5562911.0
Shark Night 3D,Rela.,25000000.0,18877153.0,18877153.0,September,0.0,-6122847.0
Free Fire,A24,10000000.0,1799322.0,3793739.0,April,1994417.0,-6206261.0
The Brothers Grimsby,Sony,35000000.0,6864016.0,28720470.0,March,21856454.0,-6279530.0
The Apparition,WB,17000000.0,4936819.0,10637281.0,August,5700462.0,-6362719.0
The Joneses,RAtt.,10000000.0,1475746.0,3541565.0,April,2065819.0,-6458435.0
The Extra Man,Magn.,7000000.0,453377.0,492108.0,July,38731.0,-6507892.0
Attack the Block,SGem,13000000.0,1024175.0,6459183.0,July,5435008.0,-6540817.0
Battle of the Sexes,FoxS,25000000.0,12638526.0,18445379.0,September,5806853.0,-6554621.0
Out of the Furnace,Rela.,22000000.0,11330849.0,15434375.0,December,4103526.0,-6565625.0
Hesher,WHE,7000000.0,382946.0,382946.0,May,0.0,-6617054.0
Rosewater,ORF,10000000.0,3128941.0,3185717.0,November,56776.0,-6814283.0
The City of Your Final Destination,Scre.,8300000.0,493296.0,1353296.0,April,860000.0,-6946704.0
Centurion,Magn.,15000000.0,123570.0,7885048.0,August,7761478.0,-7114952.0
The Wolfman,Uni.,150000000.0,62189884.0,142634358.0,February,80444474.0,-7365642.0
Red Tails,Fox,58000000.0,49876377.0,50365498.0,January,489121.0,-7634502.0
The Homesman,Saban,16000000.0,2429989.0,8217571.0,November,5787582.0,-7782429.0
Coriolanus,Wein.,10000000.0,749641.0,2179623.0,January,1429982.0,-7820377.0
A Better Life,Sum.,10000000.0,1759252.0,1884251.0,June,124999.0,-8115749.0
Solitary Man,Anch.,12500000.0,4360548.0,4360548.0,May,0.0,-8139452.0
My Soul to Take,Uni.,25000000.0,14744435.0,16727470.0,October,1983035.0,-8272530.0
Proud Mary,SGem,30000000.0,20868638.0,21709539.0,January,840901.0,-8290461.0
Wanderlust,Uni.,32500000.0,17288155.0,24159934.0,February,6871779.0,-8340066.0
It's a Wonderful Afterlife,UTV,10000000.0,0.0,1642939.0,October,1642939.0,-8357061.0
Dream House,Uni.,50000000.0,21302340.0,41642166.0,September,20339826.0,-8357834.0
The Immigrant,Wein.,16000000.0,2013456.0,7585011.0,May,5571555.0,-8414989.0
The Paperboy,MNE,12500000.0,677200.0,4027663.0,October,3350463.0,-8472337.0
The Perfect Game,IW,12500000.0,1089445.0,3931367.0,April,2841922.0,-8568633.0
The House,WB (NL),40000000.0,25584504.0,31192425.0,June,5607921.0,-8807575.0
Victor Frankenstein,Fox,40000000.0,5775076.0,31124367.0,November,25349291.0,-8875633.0
Leaves of Grass,First,9000000.0,70066.0,85527.0,April,15461.0,-8914473.0
Metallica Through the Never,PH,18000000.0,3419967.0,9082906.0,September,5662939.0,-8917094.0
Drive Angry,Sum.,50000000.0,10721033.0,41042583.0,February,30321550.0,-8957417.0
Rock of Ages,WB (NL),70000000.0,38518613.0,61031932.0,June,22513319.0,-8968068.0
Skin Trade,Magn.,9000000.0,1242.0,1242.0,May,0.0,-8998758.0
"Roman J. Israel, Esq.",Sony,22000000.0,11962712.0,12967012.0,November,1004300.0,-9032988.0
The Hurricane Heist,ENTMP,40000000.0,6115824.0,30963684.0,March,24847860.0,-9036316.0
The Conspirator,RAtt.,25000000.0,11538204.0,15907411.0,April,4369207.0,-9092589.0
The Killer Inside Me,IFC,13000000.0,217277.0,3617277.0,June,3400000.0,-9382723.0
Bleed for This,ORF,16000000.0,5083906.0,6603926.0,November,1520020.0,-9396074.0
The Young Messiah,Focus,16800000.0,6469813.0,7313697.0,March,843884.0,-9486303.0
Welcome to the Rileys,Gold.,10000000.0,152857.0,355919.0,October,203062.0,-9644081.0
Whiskey Tango Foxtrot,Par.,35000000.0,23083334.0,25350747.0,March,2267413.0,-9649253.0
Flipped,WB,14000000.0,1755212.0,4289993.0,August,2534781.0,-9710007.0
Genius,RAtt.,17000000.0,1361045.0,7265283.0,June,5904238.0,-9734717.0
High School,Anch.,10000000.0,139034.0,248133.0,June,109099.0,-9751867.0
Strangerland,Alc,10000000.0,17472.0,161097.0,July,143625.0,-9838903.0
Black Nativity,FoxS,17500000.0,7018188.0,7285135.0,November,266947.0,-10214865.0
Casino Jack,ATO,12500000.0,2039869.0,2272186.0,December,232317.0,-10227814.0
Miss Sloane,EC,18000000.0,3500605.0,7719630.0,November,4219025.0,-10280370.0
In the Heart of the Sea,WB,100000000.0,25020758.0,89693309.0,December,64672551.0,-10306691.0
Biutiful,RAtt.,35000000.0,5101237.0,24687524.0,January,19586287.0,-10312476.0
Midnight Special,WB,18000000.0,3712282.0,7680250.0,March,3967968.0,-10319750.0
Dead Man Down,FD,30000000.0,10895295.0,19599974.0,March,8704679.0,-10400026.0
Brighton Rock,IFC,11000000.0,229653.0,229653.0,August,0.0,-10770347.0
Darling Companion,SPC,12000000.0,793352.0,1200346.0,April,406994.0,-10799654.0
The Legend of Hercules,LG/S,70000000.0,18848538.0,58953319.0,January,40104781.0,-11046681.0
A Most Violent Year,A24,20000000.0,5749134.0,8846875.0,December,3097741.0,-11153125.0
Pride and Prejudice and Zombies,SGem,28000000.0,10907291.0,16638300.0,February,5731009.0,-11361700.0
A Little Bit of Heaven,MNE,12500000.0,10011.0,1100287.0,May,1090276.0,-11399713.0
Take Me Home Tonight,Rela.,19000000.0,6928068.0,7576604.0,March,648536.0,-11423396.0
Ondine,Magn.,12000000.0,550472.0,557545.0,June,7073.0,-11442455.0
The Disappointments Room,Rela.,15000000.0,2423467.0,3503761.0,September,1080294.0,-11496239.0
Aloha,Sony,37000000.0,21052030.0,25387091.0,May,4335061.0,-11612909.0
Anonymous,Sony,27500000.0,4463292.0,15815509.0,October,11352217.0,-11684491.0
Chasing Mavericks,Fox,20000000.0,6002756.0,8300821.0,October,2298065.0,-11699179.0
5 Days of War,Anch.,12000000.0,17479.0,87793.0,August,70314.0,-11912207.0
Beautiful Boy,Anch.,25000000.0,7634767.0,13031424.0,October,5396657.0,-11968576.0
Trouble with the Curve,WB,60000000.0,35763137.0,47818913.0,September,12055776.0,-12181087.0
Dhoom 3,Yash,24000000.0,8031955.0,11723620.0,December,3691665.0,-12276380.0
The Lost City of Z,BST,30000000.0,8574339.0,17121823.0,April,8547484.0,-12878177.0
Suspiria,Amazon,20000000.0,2483472.0,7034615.0,October,4551143.0,-12965385.0
Escobar: Paradise Lost,RTWC,17000000.0,195792.0,3917679.0,June,3721887.0,-13082321.0
The Devil's Double,LGF,19100000.0,1361512.0,5965646.0,July,4604134.0,-13134354.0
The Last Godfather,RAtt.,13400000.0,164247.0,164247.0,April,0.0,-13235753.0
Won't Back Down,Fox,19000000.0,5310554.0,5745503.0,September,434949.0,-13254497.0
Baahubali: The Beginning,BSC,40000000.0,6738000.0,26736665.0,July,19998665.0,-13263335.0
Margaret,FoxS,14000000.0,47185.0,623292.0,September,576107.0,-13376708.0
The Space Between Us,STX,30000000.0,7885294.0,16481405.0,February,8596111.0,-13518595.0
Downsizing,Par.,68000000.0,24449754.0,54462971.0,December,30013217.0,-13537029.0
Repo Men,Uni.,32000000.0,13942007.0,18195238.0,March,4253231.0,-13804762.0
The Son of No One,Anch.,15000000.0,30680.0,1148578.0,November,1117898.0,-13851422.0
Dylan Dog: Dead of Night,OMNI/FSR,20000000.0,1186538.0,6093725.0,April,4907187.0,-13906275.0
Robin Hood,Uni.,99000000.0,30824628.0,84747441.0,November,53922813.0,-14252559.0
The Reluctant Fundamentalist,IFC,15000000.0,528731.0,528731.0,April,0.0,-14471269.0
Enter the Void,IFC,16000000.0,337997.0,1467278.0,September,1129281.0,-14532722.0
Snowden,ORF,50000000.0,21587519.0,35380918.0,September,13793399.0,-14619082.0
Mortal Engines,Uni.,100000000.0,15951040.0,85287417.0,December,69336377.0,-14712583.0
Big Miracle,Uni.,40000000.0,20157300.0,25268680.0,February,5111380.0,-14731320.0
Hands of Stone,Wein.,20000000.0,4712792.0,5031975.0,August,319183.0,-14968025.0
The Lone Ranger,BV,275000000.0,89302115.0,260002115.0,July,170700000.0,-14997885.0
Extraordinary Measures,CBS,31000000.0,12482741.0,15826984.0,January,3344243.0,-15173016.0
Just Getting Started,BG,22000000.0,6069605.0,6756412.0,December,686807.0,-15243588.0
On the Road,IFC,25000000.0,720828.0,9313302.0,March,8592474.0,-15686698.0
The Beaver,Sum.,21000000.0,970816.0,5046038.0,May,4075222.0,-15953962.0
By the Sea,Uni.,20000000.0,538460.0,3727746.0,November,3189286.0,-16272254.0
Carlos,IFC,18000000.0,145526.0,1619153.0,October,1473627.0,-16380847.0
City of Ghosts,IFC,17500000.0,325491.0,325491.0,April,0.0,-17174509.0
Wolves,KE,18000000.0,0.0,94953.0,November,94953.0,-17905047.0
Stone,Over.,22000000.0,1810078.0,4065020.0,October,2254942.0,-17934980.0
Tulip Fever,Wein.,25000000.0,2455635.0,6792768.0,September,4337133.0,-18207232.0
All Good Things,Magn.,20000000.0,582024.0,873617.0,December,291593.0,-19126383.0
A Thousand Words,P/DW,40000000.0,18450127.0,20790486.0,March,2340359.0,-19209514.0
The Tempest,Mira.,20000000.0,277943.0,277943.0,December,0.0,-19722057.0
The Fifth Estate,BV,26000000.0,3254172.0,6154172.0,October,2900000.0,-19845828.0
Kin,LGF,30000000.0,5718096.0,10096821.0,August,4378725.0,-19903179.0
The Finest Hours,BV,70000000.0,27569558.0,49252761.0,January,21683203.0,-20747239.0
Stronger,RAtt.,30000000.0,4211129.0,8786752.0,September,4575623.0,-21213248.0
Jane Got a Gun,Wein.,25000000.0,1513793.0,3771345.0,January,2257552.0,-21228655.0
The Gunman,ORF,40000000.0,10664749.0,18594227.0,March,7929478.0,-21405773.0
Unfinished Business,Fox,35000000.0,10219501.0,13214051.0,March,2994550.0,-21785949.0
Blood Ties,ALP,26000000.0,42472.0,2923959.0,March,2881487.0,-23076041.0
A Hologram for the King,RAtt.,35000000.0,4212494.0,11846010.0,April,7633516.0,-23153990.0
47 Ronin,Uni.,175000000.0,38362475.0,151716815.0,December,113354340.0,-23283185.0
The Rum Diary,FD,45000000.0,13109815.0,21544732.0,October,8434917.0,-23455268.0
Upside Down,MNE,50000000.0,102118.0,26387039.0,March,26284921.0,-23612961.0
Paranoia,Rela.,40000000.0,7388654.0,16340767.0,August,8952113.0,-23659233.0
Collide,ORF,29200000.0,2280004.0,5466698.0,February,3186694.0,-23733302.0
Your Highness,Uni.,50000000.0,21596445.0,26121638.0,April,4525193.0,-23878362.0
The Sisters Brothers,Annapurna,38000000.0,3143056.0,13143056.0,September,10000000.0,-24856944.0
Machine Gun Preacher,Rela.,30000000.0,538690.0,3721988.0,September,3183298.0,-26278012.0
Free State of Jones,STX,50000000.0,20810036.0,23237252.0,June,2427216.0,-26762748.0
The Infiltrator,BG,47500000.0,15436808.0,20718104.0,July,5281296.0,-26781896.0
Bilal: A New Breed of Hero,VE,30000000.0,490973.0,648599.0,February,157626.0,-29351401.0
Mortdecai,LGF,60000000.0,7696134.0,30396134.0,January,22700000.0,-29603866.0
Micmacs,SPC,42000000.0,1259693.0,11756922.0,May,10497229.0,-30243078.0
Agora,NM,70000000.0,619423.0,38992292.0,May,38372869.0,-31007708.0
There Be Dragons,Gold.,36000000.0,1069334.0,4020990.0,May,2951656.0,-31979010.0
Welcome to Marwen,Uni.,45000000.0,10763520.0,12874922.0,December,2111402.0,-32125078.0
Bullet to the Head,WB,55000000.0,9489829.0,22597969.0,February,13108140.0,-32402031.0
Playing for Keeps,FD,35000000.0,2000000.0,2000000.0,October,0.0,-33000000.0
The Big Year,Fox,41000000.0,7204138.0,7684524.0,October,480386.0,-33315476.0
Deepwater Horizon,LG/S,156000000.0,61433527.0,122603824.0,September,61170297.0,-33396176.0
The Warrior's Way,Rela.,42000000.0,5666340.0,8514325.0,December,2847985.0,-33485675.0
Shanghai,Wein.,50000000.0,46425.0,15505922.0,October,15459497.0,-34494078.0
King Arthur: Legend of the Sword,WB,175000000.0,39175066.0,139630336.0,May,100455270.0,-35369664.0
Rock Dog,LG/S,60000000.0,9420546.0,24148488.0,February,14727942.0,-35851512.0
Jonah Hex,WB,47000000.0,10547117.0,11022696.0,June,475579.0,-35977304.0
Child 44,LG/S,50000000.0,1224330.0,8004221.0,April,6779891.0,-41995779.0
Mr. Nobody,Magn.,46500000.0,3622.0,22254.0,November,18632.0,-46477746.0
Blackhat,Uni.,70000000.0,8005980.0,19665004.0,January,11659024.0,-50334996.0
R.I.P.D.,Uni.,130000000.0,33618855.0,79076678.0,July,45457823.0,-50923322.0
Monster Trucks,Par.,125000000.0,33370166.0,61642798.0,January,28272632.0,-63357202.0
The Nutcracker in 3D,Free,90000000.0,195459.0,20466016.0,November,20270557.0,-69533984.0
Mars Needs Moms,BV,150000000.0,21392758.0,39549758.0,March,18157000.0,-110450242.0
